order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
78,6339,2025-03-31,407,1,14.23,14.23,Completed,2025-04-02
79,7180,2025-11-12,288,8,126.57,1012.56,Completed,2025-11-12
80,4524,2025-02-28,196,14,73.08,1023.12,Completed,2025-03-02
81,6404,2025-11-11,494,5,243.38,1216.90,Completed,2025-11-11
82,9730,2025-03-10,485,1,51.16,51.16,Completed,2025-03-14
83,8144,2026-01-09,256,5,204.71,1023.55,Completed,2026-01-11
84,6207,2025-10-08,182,1,68.60,68.60,Completed,2025-10-08
85,763,2025-04-28,286,1,104.73,104.73,Completed,2025-05-01
86,3958,2025-11-07,252,1,103.12,103.12,Completed,2025-11-10
87,7307,2025-07-16,436,1,30.86,30.86,Completed,2025-07-16
88,4583,2025-06-18,135,1,26.04,26.04,Completed,2025-06-23
89,6399,2025-03-18,149,1,159.11,159.11,Completed,2025-03-20
90,8356,2025-06-22,464,6,174.52,1047.12,Completed,2025-06-27
91,7576,2025-12-16,71,14,71.93,1007.02,Completed,2025-12-18
92,9638,2025-04-15,393,1,19.31,19.31,Completed,2025-04-20
93,5486,2025-10-10,208,1,200.96,200.96,Completed,2025-10-15
94,1652,2025-10-29,10,28,36.69,1027.32,Completed,2025-11-02
95,4735,2026-01-24,32,1,147.46,147.46,Completed,2026-01-26
96,1154,2025-02-22,435,1,175.15,175.15,Completed,2025-02-22
97,4560,2025-04-04,169,6,166.97,1001.82,Completed,2025-04-05
98,3104,2026-01-08,225,5,204.51,1022.55,Completed,2026-01-12
99,791,2025-08-31,337,1,55.98,55.98,Completed,2025-09-01
100,1930,2025-10-19,211,1,274.16,274.16,Completed,2025-10-21
101,3795,2025-12-13,450,1,189.04,189.04,Completed,2025-12-16
102,4127,2025-06-30,23,1,168.58,168.58,Completed,2025-07-01
103,3602,2025-03-04,131,1,175.81,175.81,Completed,2025-03-07
104,4559,2025-11-15,372,1,169.28,169.28,Completed,2025-11-20
105,4999,2025-03-31,259,1,157.45,157.45,Completed,2025-04-02
106,8268,2025-02-02,77,6,183.00,1098.00,Completed,2025-02-05
107,8547,2025-08-14,500,1,252.38,252.38,Completed,2025-08-19
108,7430,2025-03-12,276,1,115.99,115.99,Completed,2025-03-15
109,5920,2025-02-05,335,9,116.70,1050.30,Completed,2025-02-05
110,2608,2025-10-31,220,6,182.79,1096.74,Completed,2025-10-31
111,7558,2025-06-15,462,1,274.79,274.79,Completed,2025-06-16
112,1139,2025-08-03,219,1,137.44,137.44,Completed,2025-08-07
113,8604,2025-04-19,242,22,46.36,1019.92,Completed,2025-04-24
114,551,2025-05-26,478,1,163.25,163.25,Completed,2025-05-30
115,1519,2025-12-30,384,1,112.63,112.63,Completed,2026-01-02
116,1052,2025-08-29,201,7,153.77,1076.39,Completed,2025-09-03
117,859,2026-01-15,54,1,243.62,243.62,Completed,2026-01-15
118,8714,2025-06-08,161,1,221.76,221.76,Completed,2025-06-08
119,8299,2025-09-23,444,1,27.03,27.03,Completed,2025-09-23
120,819,2025-02-19,166,1,275.57,275.57,Completed,2025-02-19
121,947,2025-10-11,408,1,217.97,217.97,Completed,2025-10-14
122,295,2025-03-13,8,1,57.31,57.31,Completed,2025-03-18
123,5571,2025-09-22,426,1,270.91,270.91,Completed,2025-09-24
124,2219,2025-03-28,388,1,30.28,30.28,Completed,2025-04-02
125,2752,2025-11-01,381,6,195.95,1175.70,Completed,2025-11-01
126,4000,2025-09-17,3,5,226.74,1133.70,Completed,2025-09-20
127,4655,2025-06-08,284,1,213.20,213.20,Completed,2025-06-09
128,623,2025-06-25,260,1,118.23,118.23,Completed,2025-06-27
129,5328,2025-09-21,186,6,193.10,1158.60,Completed,2025-09-24
130,4478,2025-10-29,53,1,158.03,158.03,Completed,2025-11-03
131,3800,2025-10-05,220,6,182.79,1096.74,Completed,2025-10-08
132,1655,2025-02-23,410,1,158.71,158.71,Completed,2025-02-26
133,5576,2025-10-07,220,6,182.79,1096.74,Completed,2025-10-08
134,8382,2025-03-19,353,1,281.72,281.72,Completed,2025-03-23
135,9864,2025-04-22,372,6,169.28,1015.68,Completed,2025-04-23
136,7922,2025-05-30,284,1,213.20,213.20,Completed,2025-06-01
137,9271,2025-04-01,301,1,41.02,41.02,Completed,2025-04-03
138,3671,2025-02-05,106,1,42.89,42.89,Completed,2025-02-10
139,7348,2025-04-18,304,6,177.38,1064.28,Completed,2025-04-18
140,7610,2025-04-22,186,1,193.10,193.10,Completed,2025-04-25
141,9711,2025-05-01,488,1,57.21,57.21,Completed,2025-05-06
142,5780,2025-12-15,187,9,116.64,1049.76,Completed,2025-12-18
143,4395,2025-05-24,274,1,292.19,292.19,Completed,2025-05-25
144,2488,2025-09-25,217,8,136.22,1089.76,Completed,2025-09-27
145,6594,2026-01-18,402,1,255.05,255.05,Completed,2026-01-18
146,3606,2025-10-26,459,1,186.54,186.54,Completed,2025-10-31
147,5195,2025-03-24,296,1,114.28,114.28,Completed,2025-03-25
148,6790,2025-02-23,352,1,207.54,207.54,Completed,2025-02-25
149,579,2025-11-26,304,1,177.38,177.38,Completed,2025-11-28
150,151,2025-06-26,414,1,83.13,83.13,Completed,2025-07-01
151,2783,2025-12-18,239,1,81.53,81.53,Completed,2025-12-21
152,3710,2025-10-31,303,1,91.95,91.95,Completed,2025-11-04
153,992,2025-03-18,15,13,81.28,1056.64,Completed,2025-03-19
154,2167,2025-04-25,344,1,256.44,256.44,Completed,2025-04-27
155,1862,2025-08-26,387,1,164.34,164.34,Completed,2025-08-27
156,172,2025-10-30,32,7,147.46,1032.22,Completed,2025-10-31
157,9919,2025-03-21,213,1,64.47,64.47,Completed,2025-03-26
158,4584,2025-11-13,8,18,57.31,1031.58,Completed,2025-11-17
159,3920,2025-04-17,20,4,281.18,1124.72,Completed,2025-04-19
160,319,2026-01-02,252,1,103.12,103.12,Completed,2026-01-02
161,3407,2025-03-07,406,1,82.25,82.25,Completed,2025-03-10
162,3892,2025-12-29,448,5,217.84,1089.20,Completed,2025-12-30
163,3967,2025-02-24,368,1,125.82,125.82,Completed,2025-03-01
164,1219,2025-08-22,335,1,116.70,116.70,Completed,2025-08-27
165,336,2025-09-22,124,5,219.97,1099.85,Completed,2025-09-22
166,7516,2025-08-09,116,7,149.88,1049.16,Completed,2025-08-11
167,4607,2025-07-30,317,1,153.60,153.60,Completed,2025-08-03
168,6862,2025-07-12,55,1,67.32,67.32,Completed,2025-07-12
169,9951,2025-09-12,201,1,153.77,153.77,Completed,2025-09-15
170,3355,2025-03-11,386,1,106.20,106.20,Completed,2025-03-14
171,7951,2025-08-30,362,1,253.99,253.99,Completed,2025-08-31
172,9880,2025-08-26,294,15,67.19,1007.85,Completed,2025-08-28
173,7276,2025-08-22,278,4,268.64,1074.56,Completed,2025-08-27
174,6644,2025-08-16,99,4,290.51,1162.04,Completed,2025-08-16
175,139,2025-08-03,68,1,226.25,226.25,Completed,2025-08-04
176,126,2025-08-11,442,1,138.10,138.10,Completed,2025-08-15
177,3940,2025-05-07,250,29,34.61,1003.69,Completed,2025-05-08
178,8879,2025-03-03,415,1,279.16,279.16,Completed,2025-03-07
179,1395,2025-05-02,76,1,126.08,126.08,Completed,2025-05-04
180,6559,2025-06-21,448,1,217.84,217.84,Completed,2025-06-23
181,4140,2025-11-08,24,20,50.75,1015.00,Completed,2025-11-08
182,5967,2025-12-11,199,1,230.89,230.89,Completed,2025-12-13
183,4924,2025-12-10,10,28,36.69,1027.32,Completed,2025-12-13
184,967,2025-09-25,287,1,295.73,295.73,Completed,2025-09-26
185,1723,2025-12-29,422,1,117.98,117.98,Completed,2026-01-02
186,6151,2025-03-21,255,1,264.69,264.69,Completed,2025-03-25
187,7967,2025-05-13,469,1,298.24,298.24,Completed,2025-05-18
188,8938,2025-06-27,456,1,283.97,283.97,Completed,2025-06-27
189,5167,2025-02-28,387,1,164.34,164.34,Completed,2025-02-28
190,8747,2025-02-02,328,1,193.12,193.12,Completed,2025-02-05
191,8564,2025-07-15,200,13,80.85,1051.05,Completed,2025-07-19
192,7075,2025-10-21,150,1,78.47,78.47,Completed,2025-10-23
193,7599,2025-06-03,492,1,200.79,200.79,Completed,2025-06-08
194,423,2025-11-15,387,1,164.34,164.34,Completed,2025-11-16
195,724,2025-02-13,489,6,167.97,1007.82,Completed,2025-02-13
196,726,2025-09-08,142,1,115.14,115.14,Completed,2025-09-08
197,1195,2026-01-25,116,1,149.88,149.88,Completed,2026-01-27
198,3543,2025-12-29,429,1,173.88,173.88,Completed,2026-01-03
199,1320,2025-01-31,213,16,64.47,1031.52,Completed,2025-02-05
200,5154,2025-12-08,274,1,292.19,292.19,Completed,2025-12-13
201,3699,2025-12-18,437,1,110.25,110.25,Completed,2025-12-21
202,9623,2025-02-19,455,1,237.50,237.50,Completed,2025-02-22
203,4815,2025-11-16,142,1,115.14,115.14,Completed,2025-11-21
204,8480,2025-09-28,126,12,86.65,1039.80,Completed,2025-09-30
205,9467,2025-02-02,320,1,277.55,277.55,Completed,2025-02-04
206,8026,2025-09-27,145,1,145.44,145.44,Completed,2025-10-01
207,9970,2025-12-22,27,1,20.43,20.43,Completed,2025-12-24
208,1215,2025-11-10,383,1,32.76,32.76,Completed,2025-11-11
209,674,2025-06-14,30,1,287.06,287.06,Completed,2025-06-17
210,9195,2025-04-05,8,1,57.31,57.31,Completed,2025-04-08
211,5976,2025-10-29,336,9,111.29,1001.61,Completed,2025-11-02
212,6659,2025-04-22,13,1,207.67,207.67,Completed,2025-04-25
213,7467,2025-06-14,218,1,108.06,108.06,Completed,2025-06-16
214,7320,2025-05-07,59,4,283.10,1132.40,Completed,2025-05-07
215,1679,2025-02-24,352,1,207.54,207.54,Completed,2025-02-26
216,539,2025-12-19,472,1,60.25,60.25,Completed,2025-12-19
217,6560,2025-04-01,460,6,185.76,1114.56,Completed,2025-04-05
218,3903,2025-07-17,280,1,154.02,154.02,Completed,2025-07-20
219,2683,2025-07-02,169,1,166.97,166.97,Completed,2025-07-05
220,2355,2025-11-04,108,1,181.43,181.43,Completed,2025-11-08
221,5060,2025-01-31,397,6,191.91,1151.46,Completed,2025-02-04
222,9919,2025-05-03,145,1,145.44,145.44,Completed,2025-05-06
223,4044,2025-02-12,158,15,69.98,1049.70,Completed,2025-02-15
224,287,2025-10-19,82,1,284.48,284.48,Completed,2025-10-20
225,8015,2025-07-16,257,1,51.89,51.89,Completed,2025-07-16
226,1819,2025-04-24,228,1,217.24,217.24,Completed,2025-04-26
227,7352,2025-05-25,162,9,116.81,1051.29,Completed,2025-05-26
228,3354,2025-08-08,7,1,198.09,198.09,Completed,2025-08-13
229,4428,2025-11-01,72,21,47.88,1005.48,Completed,2025-11-03
230,7490,2025-07-13,38,1,292.93,292.93,Completed,2025-07-15
231,8739,2025-02-28,460,1,185.76,185.76,Completed,2025-02-28
232,7100,2025-07-18,97,4,286.34,1145.36,Completed,2025-07-19
233,5407,2025-09-27,130,1,251.34,251.34,Completed,2025-09-27
234,914,2025-09-12,48,1,15.29,15.29,Completed,2025-09-16
235,3203,2025-09-30,262,1,70.27,70.27,Completed,2025-10-05
236,2551,2025-07-26,390,1,292.17,292.17,Completed,2025-07-26
237,5888,2025-08-04,369,4,285.26,1141.04,Completed,2025-08-04
238,6819,2025-12-15,107,1,237.25,237.25,Completed,2025-12-20
239,4514,2025-04-02,355,1,106.67,106.67,Completed,2025-04-06
240,9667,2025-06-16,326,1,163.00,163.00,Completed,2025-06-16
241,5992,2025-02-12,263,8,129.96,1039.68,Completed,2025-02-14
242,6794,2025-03-19,384,1,112.63,112.63,Completed,2025-03-21
243,2983,2025-04-06,53,1,158.03,158.03,Completed,2025-04-06
244,7976,2026-01-31,496,11,99.56,1095.16,Completed,2026-01-31
245,2224,2025-06-12,253,43,23.38,1005.34,Completed,2025-06-17
246,7995,2025-02-21,474,1,18.49,18.49,Completed,2025-02-23
247,9524,2025-08-10,377,5,227.46,1137.30,Completed,2025-08-10
248,3376,2025-09-07,170,9,121.26,1091.34,Completed,2025-09-11
249,1671,2025-05-19,310,1,29.08,29.08,Completed,2025-05-20
250,8771,2025-04-19,411,1,11.22,11.22,Completed,2025-04-22
251,379,2026-01-24,209,1,202.82,202.82,Completed,2026-01-28
252,7623,2025-08-14,75,1,48.40,48.40,Completed,2025-08-18
253,2088,2025-11-25,293,6,183.41,1100.46,Completed,2025-11-27
254,6682,2025-05-26,230,1,163.10,163.10,Completed,2025-05-30
255,3679,2025-12-10,239,1,81.53,81.53,Completed,2025-12-11
256,1703,2025-11-17,22,1,74.13,74.13,Completed,2025-11-18
257,4128,2025-08-08,346,16,62.57,1001.12,Completed,2025-08-09
258,6062,2025-05-15,436,1,30.86,30.86,Completed,2025-05-19
259,4634,2025-08-11,25,1,145.38,145.38,Completed,2025-08-11
260,8952,2025-08-30,188,7,161.54,1130.78,Completed,2025-08-31
261,9679,2025-02-23,211,1,274.16,274.16,Completed,2025-02-26
262,9456,2025-04-17,42,4,290.87,1163.48,Completed,2025-04-19
263,4446,2025-04-04,425,1,229.35,229.35,Completed,2025-04-05
264,8219,2025-05-16,245,1,55.58,55.58,Completed,2025-05-20
265,171,2025-07-02,433,1,248.56,248.56,Completed,2025-07-06
266,3911,2025-04-11,45,1,152.94,152.94,Completed,2025-04-16
267,248,2025-11-01,161,5,221.76,1108.80,Completed,2025-11-01
268,5691,2025-05-24,291,1,15.72,15.72,Completed,2025-05-27
269,1846,2025-11-23,200,1,80.85,80.85,Completed,2025-11-25
270,4243,2025-05-08,446,1,126.55,126.55,Completed,2025-05-11
271,5171,2025-05-17,153,1,189.80,189.80,Completed,2025-05-20
272,3911,2026-01-13,180,1,180.59,180.59,Completed,2026-01-18
273,5456,2025-03-15,100,15,68.28,1024.20,Completed,2025-03-20
274,687,2025-07-11,157,1,193.67,193.67,Completed,2025-07-16
275,4403,2025-12-02,497,1,255.47,255.47,Completed,2025-12-04
276,552,2025-09-03,191,23,43.81,1007.63,Completed,2025-09-07
277,8155,2025-04-01,390,1,292.17,292.17,Completed,2025-04-03
278,4747,2025-11-05,17,1,73.65,73.65,Completed,2025-11-09
279,3135,2025-03-27,164,1,155.64,155.64,Completed,2025-03-29
280,7572,2026-01-25,196,14,73.08,1023.12,Completed,2026-01-26
281,323,2025-12-31,405,1,140.95,140.95,Completed,2025-12-31
282,7299,2025-09-17,274,1,292.19,292.19,Completed,2025-09-21
283,5338,2025-11-23,282,1,81.61,81.61,Completed,2025-11-26
284,4023,2025-08-29,450,1,189.04,189.04,Completed,2025-08-30
285,7419,2026-01-10,123,1,130.82,130.82,Completed,2026-01-10
286,6064,2025-05-12,66,6,196.42,1178.52,Completed,2025-05-12
287,6531,2025-04-20,144,1,198.95,198.95,Completed,2025-04-21
288,2011,2025-05-24,124,1,219.97,219.97,Completed,2025-05-29
289,1768,2025-10-26,266,4,288.46,1153.84,Completed,2025-10-31
290,4930,2025-06-02,389,1,181.87,181.87,Completed,2025-06-02
291,6200,2025-11-18,339,7,149.84,1048.88,Completed,2025-11-21
292,3812,2025-04-15,3,5,226.74,1133.70,Completed,2025-04-17
293,4067,2025-12-09,14,1,20.01,20.01,Completed,2025-12-14
294,2022,2026-01-03,366,1,198.79,198.79,Completed,2026-01-04
295,8835,2025-02-08,254,1,52.70,52.70,Completed,2025-02-10
296,2635,2025-02-12,3,1,226.74,226.74,Completed,2025-02-14
297,204,2025-11-06,126,12,86.65,1039.80,Completed,2025-11-09
298,9934,2025-08-13,476,1,256.31,256.31,Completed,2025-08-16
299,4247,2025-07-05,264,1,234.13,234.13,Completed,2025-07-08
300,3340,2025-10-13,21,4,268.79,1075.16,Completed,2025-10-18
301,3676,2025-08-18,79,11,91.66,1008.26,Completed,2025-08-18
302,2402,2025-04-23,378,1,217.10,217.10,Completed,2025-04-26
303,5467,2025-10-02,162,1,116.81,116.81,Completed,2025-10-07
304,1995,2025-12-07,260,1,118.23,118.23,Completed,2025-12-10
305,8667,2025-09-06,488,1,57.21,57.21,Completed,2025-09-07
306,4356,2025-10-15,212,17,62.40,1060.80,Completed,2025-10-15
307,5731,2025-05-16,183,1,104.04,104.04,Completed,2025-05-19
308,1072,2025-10-29,100,15,68.28,1024.20,Completed,2025-10-29
309,7726,2025-11-11,432,1,266.92,266.92,Completed,2025-11-15
310,6946,2025-04-16,500,1,252.38,252.38,Completed,2025-04-17
311,2564,2025-02-22,98,7,155.83,1090.81,Completed,2025-02-26
312,6891,2025-02-15,236,1,151.32,151.32,Completed,2025-02-15
313,2495,2025-11-24,312,1,196.81,196.81,Completed,2025-11-28
314,1242,2025-06-30,87,1,294.37,294.37,Completed,2025-07-03
315,2882,2025-02-25,256,1,204.71,204.71,Completed,2025-03-02
316,7407,2025-09-26,352,1,207.54,207.54,Completed,2025-09-28
317,8570,2025-10-26,51,1,159.98,159.98,Completed,2025-10-31
318,4011,2025-08-21,473,1,209.62,209.62,Completed,2025-08-22
319,4336,2025-02-01,54,5,243.62,1218.10,Completed,2025-02-05
320,8082,2026-01-04,260,1,118.23,118.23,Completed,2026-01-09
321,4243,2026-01-01,449,1,13.49,13.49,Completed,2026-01-04
322,2291,2025-05-07,430,1,251.83,251.83,Completed,2025-05-10
323,379,2025-10-28,236,1,151.32,151.32,Completed,2025-11-02
324,8588,2025-10-16,90,4,287.03,1148.12,Completed,2025-10-21
325,3759,2025-03-06,333,1,247.80,247.80,Completed,2025-03-09
326,7034,2025-11-20,279,1,134.29,134.29,Completed,2025-11-23
327,9166,2025-02-07,6,1,239.62,239.62,Completed,2025-02-10
328,7143,2025-08-23,397,1,191.91,191.91,Completed,2025-08-27
329,5463,2025-10-26,349,1,30.51,30.51,Completed,2025-10-26
330,8495,2025-04-22,449,1,13.49,13.49,Completed,2025-04-25
331,9131,2025-02-24,302,1,263.86,263.86,Completed,2025-02-26
332,1362,2025-04-24,373,1,270.73,270.73,Completed,2025-04-26
333,8790,2025-11-05,88,1,195.87,195.87,Completed,2025-11-10
334,6063,2025-08-12,137,1,142.67,142.67,Completed,2025-08-14
335,8922,2025-02-11,258,1,155.59,155.59,Completed,2025-02-14
336,438,2025-03-10,280,1,154.02,154.02,Completed,2025-03-15
337,167,2025-12-02,231,1,52.39,52.39,Completed,2025-12-03
338,7475,2025-12-20,81,1,240.14,240.14,Completed,2025-12-22
339,1182,2026-01-06,52,1,220.93,220.93,Completed,2026-01-10
340,5586,2025-09-21,313,1,178.85,178.85,Completed,2025-09-25
341,8855,2025-02-04,227,1,280.71,280.71,Completed,2025-02-05
342,4795,2025-02-21,64,1,102.22,102.22,Completed,2025-02-25
343,4316,2025-10-29,32,7,147.46,1032.22,Completed,2025-10-30
344,9034,2025-11-13,136,1,157.67,157.67,Completed,2025-11-18
345,376,2025-12-13,3,5,226.74,1133.70,Completed,2025-12-17
346,4079,2025-07-27,469,1,298.24,298.24,Completed,2025-08-01
347,6691,2025-06-11,133,1,109.76,109.76,Completed,2025-06-15
348,3023,2025-11-09,234,1,171.37,171.37,Completed,2025-11-13
349,6127,2025-06-19,23,1,168.58,168.58,Completed,2025-06-23
350,7943,2025-05-09,127,1,157.25,157.25,Completed,2025-05-11
351,688,2025-07-12,214,7,166.12,1162.84,Completed,2025-07-16
352,951,2026-01-20,194,1,197.84,197.84,Completed,2026-01-23
353,7250,2025-12-21,469,1,298.24,298.24,Completed,2025-12-22
354,8399,2025-03-02,199,1,230.89,230.89,Completed,2025-03-03
355,940,2025-05-21,52,5,220.93,1104.65,Completed,2025-05-21
356,1656,2025-10-16,344,4,256.44,1025.76,Completed,2025-10-21
357,515,2025-09-04,16,1,213.30,213.30,Completed,2025-09-09
358,7778,2025-08-31,217,1,136.22,136.22,Completed,2025-09-02
359,8519,2025-07-13,29,1,200.26,200.26,Completed,2025-07-18
360,6696,2025-11-22,311,38,26.52,1007.76,Completed,2025-11-25
361,6375,2026-01-16,326,1,163.00,163.00,Completed,2026-01-18
362,9046,2025-12-24,114,1,278.19,278.19,Completed,2025-12-24
363,3656,2025-10-13,272,29,34.53,1001.37,Completed,2025-10-18
364,6674,2025-02-04,285,1,43.23,43.23,Completed,2025-02-09
365,5800,2025-09-15,109,5,222.65,1113.25,Completed,2025-09-19
366,9040,2025-12-25,89,54,18.70,1009.80,Completed,2025-12-27
367,3458,2025-06-03,362,1,253.99,253.99,Completed,2025-06-06
368,1571,2025-04-05,55,1,67.32,67.32,Completed,2025-04-08
369,6863,2025-10-27,377,1,227.46,227.46,Completed,2025-10-31
370,3970,2025-02-11,255,1,264.69,264.69,Completed,2025-02-13
371,7436,2025-03-13,459,6,186.54,1119.24,Completed,2025-03-15
372,227,2025-07-13,403,1,53.28,53.28,Completed,2025-07-16
373,2454,2025-12-22,277,1,51.12,51.12,Completed,2025-12-22
374,2483,2025-12-20,121,1,160.69,160.69,Completed,2025-12-25
375,4510,2025-05-13,226,1,9.48,9.48,Completed,2025-05-18
376,2652,2025-06-25,40,7,164.24,1149.68,Completed,2025-06-26
377,8175,2025-04-02,499,1,134.07,134.07,Completed,2025-04-05
378,1539,2025-07-23,343,1,22.95,22.95,Completed,2025-07-26
379,5088,2025-06-18,71,14,71.93,1007.02,Completed,2025-06-21
380,9155,2025-12-05,305,1,259.94,259.94,Completed,2025-12-07
381,9199,2025-06-09,495,1,136.26,136.26,Completed,2025-06-10
382,5347,2025-03-28,101,1,27.74,27.74,Completed,2025-03-31
383,7987,2025-11-05,500,1,252.38,252.38,Completed,2025-11-06
384,7543,2025-05-26,231,1,52.39,52.39,Completed,2025-05-31
385,3918,2025-02-19,414,1,83.13,83.13,Completed,2025-02-21
386,1303,2025-12-12,333,1,247.80,247.80,Completed,2025-12-15
387,3587,2025-09-10,210,1,225.95,225.95,Completed,2025-09-11
388,2812,2025-10-28,17,14,73.65,1031.10,Completed,2025-10-30
389,7091,2025-02-07,423,1,245.90,245.90,Completed,2025-02-10
390,4966,2025-06-20,267,1,259.19,259.19,Completed,2025-06-25
391,4528,2025-08-24,469,4,298.24,1192.96,Completed,2025-08-26
392,2742,2025-02-06,460,1,185.76,185.76,Completed,2025-02-06
393,5364,2025-09-14,171,5,234.76,1173.80,Completed,2025-09-17
394,3131,2025-08-27,151,1,86.02,86.02,Completed,2025-08-30
395,9459,2025-03-31,72,1,47.88,47.88,Completed,2025-04-04
396,9510,2026-01-23,315,1,218.29,218.29,Completed,2026-01-26
